id,name,url,gps
03a52ed0-a66b-11ea-aa51-cdc3fe7afefa,Fayette Circut Courthouse,https://goo.gl/maps/oUGUkBsLNVL77zYJ8,"@38.0462199,-84.4959227,15z"
ad6120f0-f7b0-11ea-a43d-dfe2af8cac81,University of Kentucky Orange Lot,"https://www.google.com/maps/place/Orange+Lot,+Lexington,+KY+40503/@38.0233335,-84.5110529,17.44z/data=!4m5!3m4!1s0x884244b3c8ae3a0f:0x426d9a3893982db3!8m2!3d38.023436!4d-84.5094379","@38.0233335,-84.5110529,17.44z"
6693b240-09b8-11eb-a43d-dfe2af8cac81,Cardinal Valley Elementary (and other locations),"https://www.google.com/maps/place/Cardinal+Valley+Elementary/@38.0502583,-84.5502629,15.28z/data=!4m5!3m4!1s0x8842430d30ef7007:0x97899f1a9b354ce6!8m2!3d38.0540061!4d-84.5435611","@38.0502583,-84.5502629,15.28z"
7868e790-8e9e-11eb-a43d-dfe2af8cac81,Ann L. Durham Lake Reba Recreational Complex,https://goo.gl/maps/1JWCv9fyRa2WZRJ1A,"@37.7353877,-84.2583467,15z"
eb8f9584-4089-4a38-a037-acd6e2e1e308,Mountain Heritage Festival Stage,https://goo.gl/maps/4bkr9w8rn5Aa2xou9,"@37.116333,-82.8275888,17z"
719601a0-f7ce-11e8-b32c-5f766c4b8d02,Kentucky for Kentucky,https://goo.gl/maps/P28Mavq5vAm,"@38.0564434,-84.4814112,15z"
240a8de0-0a00-11e9-b43e-456ed9f9b823,Manchester Music Hall,https://goo.gl/maps/eHuYKTuzZtF2,"@38.0530644,-84.50911,15z"
0297aac0-1a0a-11e9-b43e-456ed9f9b823,Old Fayette County Courthouse,https://goo.gl/maps/c3eFLBE2ftE2,"@38.0476593,-84.4998673,17z"
21060890-4529-11e9-b43e-456ed9f9b823,Kentucky Historical Society,https://goo.gl/maps/CRgNQKxThar,"@38.1986563,-84.8765482,17z"
6c44d5e0-6c1e-11e9-b43e-456ed9f9b823,Robert F. Stephens Courthouse Plaza,https://goo.gl/maps/BcuQS6hphh5Ah8bS7,"@38.0461067,-84.4962034,15z"
4f2d8f80-87bf-11e9-b43e-456ed9f9b823,Fine Arts Institute (UK School of Art & Visual Studies),https://goo.gl/maps/DhXvHnjmwLCX3nZq8,"@38.0425773,-84.5088568,17z"
f09daee0-a7d1-11e9-b43e-456ed9f9b823,Keeneland,https://goo.gl/maps/2AFKPbDfdXJ5FNPS7,"@38.0469517,-84.6084291,17z"
532ce0e0-be97-11e9-b43e-456ed9f9b823,Norton Center for the Arts,https://goo.gl/maps/9ueNDdg9JoQjx7rw5,"@37.644531,-84.7781356,15z"
c7d4b110-d8a1-11e9-b43e-456ed9f9b823,John Jacob Niles Center for American Music,https://goo.gl/maps/xRhsPHYcAvJLWGsN8,"@38.0373432,-84.5027739,15z"
c09c73e0-24da-11e9-b43e-456ed9f9b823,J. Gumbo's,https://goo.gl/maps/5HjEa7Ukwqk,"@38.0417951,-84.5110766,15z"
0314c750-42a2-11ea-abf2-8dc9e627a96d,girlsgirlsgirls Burritos,https://goo.gl/maps/6APgUXGciySHAb9b9,"@38.041788,-84.503886,15z"
d39789c0-219c-11ea-87a7-4f5c28cab2b3,Artworks at the Carver School,https://goo.gl/maps/Jh2uFd4qERPMjFe77,"@38.0460432,-84.5079076,15z"
977e02f0-5038-11ea-abf2-8dc9e627a96d,Lucille Little Black Box Theatre (Fine Arts Building room 102),https://goo.gl/maps/ST4kdDv1wU7Dist36,"@38.0369909,-84.5019074,15z"
73fc0870-a66b-11ea-aa51-cdc3fe7afefa,Lexington Green Lakeside ,https://goo.gl/maps/doMw18fxHWEXBo8b9,"@37.994606,-84.5243488,15z"
ce7f8730-cce6-11ea-b6c2-ad89bfbe302e,Sav's,https://goo.gl/maps/vFRsud1HqPV64ZMk9,"@38.0366577,-84.488699,17z"
6a7221a0-f7b4-11ea-a43d-dfe2af8cac81,Pella Windows and Doors,https://goo.gl/maps/HFK8sXpz3i9pzaBU8,"@38.0261249,-84.4546708,17z"
bd808560-09d6-11eb-a43d-dfe2af8cac81,East End & North Limestone,https://goo.gl/maps/5DTHK7yH9CtL2Hhx8,"@38.0475769,-84.4916407,17z"
14e8cc9d-5736-42bb-b4ba-0c89d98ce7bc,Evans Orchard,https://goo.gl/maps/Utma4RKTu2bFEmZF8,"@38.2098033,-84.4792091,17z"
85f92600-fc19-11e8-b43e-456ed9f9b823,Source On High,https://goo.gl/maps/TiqwegtXrov,"@38.036035,-84.4948837,17z"
da4c9a60-0c6e-11e9-b43e-456ed9f9b823,Lexington Center,https://goo.gl/maps/ExiA3xDpSJq,"@38.0494501,-84.5041897,17z"
f58813b0-1f63-11e9-b43e-456ed9f9b823,The Twisted Cork,https://goo.gl/maps/2bnvwVJJ2A12,"@37.9950087,-84.5489346,17z"
cd557290-2bcd-11e9-b43e-456ed9f9b823,The Loudoun House ,"https://www.google.com/maps/place/The+Loudoun+House/@38.0553259,-84.4782218,17z/data=!3m1!4b1!4m5!3m4!1s0x884245017f1211d5:0xfe1a7e59c4f237a0!8m2!3d38.0553259!4d-84.4760331","@38.0553259,-84.4782218,17z"
cf4cbfc0-4529-11e9-b43e-456ed9f9b823,College of Design,https://goo.gl/maps/48LqR3fYf6A2,"@38.0365933,-84.5063036,17z"
a9c72f20-6c1f-11e9-b43e-456ed9f9b823,StageBox Theatre,https://goo.gl/maps/cbj2swxvmceSNRkX8,"@37.995837,-84.549876,17z"
c4cf17a0-8c41-11e9-b43e-456ed9f9b823,Lexington Visitor Center,https://goo.gl/maps/bgppksosVMQr39Mm8,"@38.047659,-84.4998677,17z"
cc396ac0-b191-11e9-b43e-456ed9f9b823,Good Foods Co-op,https://goo.gl/maps/3VzpBcGKQoJ2fPag6,"@38.0199922,-84.529162,17z"
e1f55540-da63-11e9-b43e-456ed9f9b823,Black Lotus Yoga,https://goo.gl/maps/gMyK4eHad5wmd3zv5,"@38.0416748,-84.4930889,15z"
6bc548e0-fb69-11e9-b43e-456ed9f9b823,Beaumont Centre Clubhouse,https://goo.gl/maps/EbwTNELWgTmKAQBTA,"@38.017329,-84.5639208,17z"
fceda050-42a5-11ea-abf2-8dc9e627a96d,First United Methodist Church Downtown,https://goo.gl/maps/or5QADHTREyJw7cL7,"@38.045974,-84.5025679,17z"
382b9e40-3024-11ea-95ca-4d545eb60af6,International Book Project,https://goo.gl/maps/s35AWaaadTjjKeSB6,"@38.0367698,-84.4702834,17z"
1a890e90-a66c-11ea-aa51-cdc3fe7afefa,Rupp Arena,https://goo.gl/maps/HFFY5SJJDnpX6jGk8,"@38.0492864,-84.5023911,15z"
f9adb400-7cef-11ea-9036-6de817efdff1,Art Center of the Bluegrass,"https://www.google.com/maps/place/401+W+Main+St,+Danville,+KY+40422/@37.646203,-84.77427,16z/data=!4m5!3m4!1s0x88429a7f464370e1:0xc67f6880a3941f5b!8m2!3d37.6462031!4d-84.7742704?hl=en","@37.646203,-84.77427,16z"
70dbfb00-cd3f-11ea-b6c2-ad89bfbe302e,Pioneer Playhouse,"https://www.google.com/maps/place/Pioneer+Playhouse/@37.6353768,-84.7628007,15.27z/data=!4m5!3m4!1s0x8842909196fa3763:0xe0b24ac27b3c5b7b!8m2!3d37.6385877!4d-84.7586632","@37.6353768,-84.7628007,15.27z"
ff1b3ad0-f7b4-11ea-a43d-dfe2af8cac81,The Laurel Cove Amphitheater,https://goo.gl/maps/ku5bmVDaeiC2Z997A,"@36.7408092,-83.7079041,17z"
c9714910-09d9-11eb-a43d-dfe2af8cac81,Squire Oak & Gainesway,https://goo.gl/maps/X3XRHMqridHmcTCu7,"@37.9876579,-84.4952057,17z"
861aaf30-65af-11eb-a43d-dfe2af8cac81,"College of Agriculture, Ag Science N Building",https://goo.gl/maps/kXmkVemrqfteVU488,"@38.119939,-84.4958985,14.64z"
86b94028-9bfd-45b5-8e1e-6605ca58594f,Hartland Swim & Racquet Club,https://goo.gl/maps/ByCADMehnfRdP4KJ7,"@37.909338,-84.6380176,11.37z"
4980fa20-fe23-11e8-b43e-456ed9f9b823,Limestone Hall,https://goo.gl/maps/VDi9AKmQuPv,"@38.047659,-84.4998677,17z"
14403630-0df2-11e9-b43e-456ed9f9b823,Red Barn Radio,https://goo.gl/maps/8kyZxn1Rrnm,"@38.0493863,-84.4997853,17z"
5e5eba70-2e18-11e9-b43e-456ed9f9b823,440 Hilltop Ave,https://goo.gl/maps/BfRVKNSJS4F2,"@38.031196,-84.5046738,17z"
376d3e40-452a-11e9-b43e-456ed9f9b823,Woodford Theatre,https://goo.gl/maps/y87JU3iNtqo,"@38.0473458,-84.763171,17z"
8dc60930-6c20-11e9-b43e-456ed9f9b823,UK College of Fine Arts Building,https://goo.gl/maps/JWyTrMWUEAr9YAFj9,"@38.0397904,-84.5086759,16z"
b1b7a1d0-8c43-11e9-b43e-456ed9f9b823,Woodland Park,https://goo.gl/maps/ui1TsG7ddzsbKfLD9,"@38.0357635,-84.4923295,17z"
1d338570-b195-11e9-b43e-456ed9f9b823,Christ Church Cathedral,https://goo.gl/maps/c2TKJdLZUBZaRffm6,"@38.0485603,-84.4987745,17z"
81d02490-be9f-11e9-b43e-456ed9f9b823,Mirror Twin Brewing,https://goo.gl/maps/WHqio5wp322sYw4i7,"@38.040447,-84.478465,15z"
a77a7740-42bb-11ea-abf2-8dc9e627a96d,Louis Mack Center - Meadowthorpe Park,https://goo.gl/maps/GBYKFBMxB3hEwfTj7,"@38.0732365,-84.5226053,17z"
69b3ce20-36ea-11ea-9d77-193829f642f5,Civic Lex,https://goo.gl/maps/DJBW8TXHVBxLn4Gt7,"@38.0457129,-84.4962832,17z"
72c5bc40-5854-11ea-abf2-8dc9e627a96d,Third Street Stuff & Coffee,https://goo.gl/maps/6uTbbiBCfLPdPk4GA,"@38.0493428,-84.4929633,15z"
b42bfac0-aa78-11ea-aa51-cdc3fe7afefa,Corner of Market St and Short St,https://goo.gl/maps/amAhM62nccaEqbXt5,"@38.0482009,-84.4999214,17z"
5cde4b40-f930-11ea-a43d-dfe2af8cac81,Critchfield Meats Parking Lot,"https://www.google.com/maps/place/398+Southland+Dr,+Lexington,+KY+40503/@38.017687,-84.5273162,18.92z/data=!4m5!3m4!1s0x88425cab845ab4bd:0x6b1447a2ef835d91!8m2!3d38.0175772!4d-84.527052","@38.017687,-84.5273162,18.92z"
a22f0ff0-0c12-11eb-a43d-dfe2af8cac81,398 Southland Drive,https://goo.gl/maps/9ADgGwyNZbUsyZ6A7,"@38.0175772,-84.5292407,17z"
8a783300-718e-11eb-a43d-dfe2af8cac81,Recovery Cafe,https://goo.gl/maps/zb2Ny6CZmvmu3z5s5,"@38.0507493,-84.5187104,17z"
db021f90-98c9-11eb-a43d-dfe2af8cac81,AEGON Gallery - Jones Visual Arts Center,https://goo.gl/maps/MscVj5vaUAxUagGG7,"@37.6432446,-84.7856999,17z"
350fb170-0e0f-11e9-b43e-456ed9f9b823,"The Harstad Fine Arts Series, Inc",https://goo.gl/maps/Lb4rkAis8KP2,"@38.0263938,-84.4912082,15z"
d2dad0a0-2fc1-11e9-b43e-456ed9f9b823,Crossings Lexington,https://goo.gl/maps/jouHHEdzvj62,"@38.0467441,-84.4966575,15z"
15b207d0-452b-11e9-b43e-456ed9f9b823,Urban Artifact,https://goo.gl/maps/pahi7wZS5Sn,"@39.160679,-84.5441877,17z"
f0271f00-75ef-11e9-b43e-456ed9f9b823,Open Spaces (101 N Eagle Creek Dr),https://goo.gl/maps/wmZxMwoUKx3bLKBd6,"@37.9989031,-84.4448497,17z"
